tarih;gün;seri;ders;başlık;kanca;kitle;şablon;hassas;kesinlik;mevsim;ruh hali;ışık;gün batımı;gün türü;IG saat;TikTok saat;YT saat;IG etiket;TikTok etiket;YT etiket;YKS kalan;LGS kalan
2027-09-04;Cmt;Deneme Günü;;Deneme yorgunluğu;Deneme sonrası baş ağrısı: su içtin mi?;öğrenci;kart-liste;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 19:06;19:06;tatil;21:30;22:30;20:30;#yks2028 #yks #denemesınavı #netartırma #eğitimkoçluğu;#yks2028 #yks #denemesınavı #netartırma #keşfet;#yks2028 #denemesınavı #Shorts;;
2027-09-05;Paz;Pazar Akşamı;;Yeni başlangıç;Her pazartesi yeni başlangıç değil. Devam.;öğrenci;tek-cumle;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 19:05;19:05;tatil;21:30;22:30;20:30;#yks2028 #yks #motivasyon #sınavkaygısı #eğitimkoçluğu;#yks2028 #yks #motivasyon #sınavkaygısı #keşfet;#yks2028 #motivasyon #Shorts;;
2027-09-06;Pzt;Haftanın Planı;;Haftanın ölçüsü;Pazar akşamı sor: kaç iş vardı, kaçı bitti?;öğrenci;kart-liste;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 19:03;19:03;tatil;21:30;22:30;20:30;#yks2028 #yks #verimliçalışma #çalışmaplanı #eğitimkoçluğu;#yks2028 #yks #verimliçalışma #çalışmaplanı #keşfet;#yks2028 #verimliçalışma #Shorts;;
2027-09-07;Sal;Ders Taktiği;LGS Fen;Basınç;Basınçta ilk soru: katı mı, sıvı mı, gaz mı?;öğrenci;soru-cozum;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 19:02;19:02;tatil;21:30;22:30;20:30;#lgs2028 #lgs #fen #derstaktikleri #eğitimkoçluğu;#lgs2028 #lgs #fen #derstaktikleri #keşfet;#lgs2028 #fen #Shorts;;
2027-09-08;Çar;Aynı Hafta;;Aynı hata;Hep aynı yerde aynı hatayı yapıyorum.;öğrenci;yazisma;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 19:00;19:00;tatil;21:30;22:30;20:30;#yks2028 #yks #sınavstresi #yksmotivasyon #eğitimkoçluğu;#yks2028 #yks #sınavstresi #yksmotivasyon #keşfet;#yks2028 #sınavstresi #Shorts;;
2027-09-09;Per;Veli Köşesi;;Sosyal medya;Çocuğunuzun takip ettiği ‘motivasyon’ hesapları ona iyi gelmiyor olabilir.;veli;kart-veli;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:59;18:59;veli;21:00;20:30;20:00;#yks2028 #lgs #sınavyılı #mersin #eğitimkoçluğu;#yks2028 #lgs #sınavyılı #mersin #keşfet;#yks2028 #sınavyılı #Shorts;;
2027-09-10;Cum;Doğru Bilinen Yanlışlar;;Gürültü alışılır;Gürültüye alışırsın ama dikkatin alışmaz.;öğrenci;efsane-gercek;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:57;18:57;tatil;21:30;22:30;20:30;#yks2028 #yks #doğrubilinenyanlışlar #çalışmayöntemleri #eğitimkoçluğu;#yks2028 #yks #doğrubilinenyanlışlar #çalışmayöntemleri #keşfet;#yks2028 #doğrubilinenyanlışlar #Shorts;;
2027-09-11;Cmt;Deneme Günü;;Tahmin stratejisi;Hiç fikrin yoksa boş bırak. İki şıkka indiysen işaretle.;öğrenci;kart-liste;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:56;18:56;tatil;21:30;22:30;20:30;#yks2028 #yks #netartırma #tytdeneme #eğitimkoçluğu;#yks2028 #yks #netartırma #tytdeneme #keşfet;#yks2028 #netartırma #Shorts;;
2027-09-12;Paz;Pazar Akşamı;;Kontrol edebildiklerin;Soru zorluğunu değil, bugünü kontrol edebilirsin.;öğrenci;tek-cumle;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:54;18:54;tatil;21:30;22:30;20:30;#yks2028 #yks #sınavkaygısı #pazarakşamı #eğitimkoçluğu;#yks2028 #yks #sınavkaygısı #pazarakşamı #keşfet;#yks2028 #sınavkaygısı #Shorts;;
2027-09-13;Pzt;Özel Gün;;Yeni ders yılı;Yeni yıl. YKS 2028 bugün başlıyor.;öğrenci;tek-cumle;;tahmini;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:53;18:53;okul;20:30;21:30;19:30;#yks2028 #yks #motivasyon #eğitim #eğitimkoçluğu;#yks2028 #yks #motivasyon #eğitim #keşfet;#yks2028 #motivasyon #Shorts;;
2027-09-14;Sal;Ders Taktiği;TYT Türkçe;Yazım kuralları;‘de’ ayrı mı bitişik mi? Çıkar, anlam bozulmuyorsa ayrı.;öğrenci;soru-cozum;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:51;18:51;okul;20:30;21:30;19:30;#yks2028 #yks #türkçe #tytkampı #eğitimkoçluğu;#yks2028 #yks #türkçe #tytkampı #keşfet;#yks2028 #türkçe #Shorts;;
2027-09-15;Çar;Aynı Hafta;;Deneme bitmeden sıkılıyorum;Denemenin ortasında dikkatim dağılıyor.;öğrenci;yazisma;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:50;18:50;okul;20:30;21:30;19:30;#yks2028 #yks #yksmotivasyon #sınavkaygısı #eğitimkoçluğu;#yks2028 #yks #yksmotivasyon #sınavkaygısı #keşfet;#yks2028 #yksmotivasyon #Shorts;;
2027-09-16;Per;Veli Köşesi;;Kaygılı veli;Sizin kaygınız çocuğunuza da bulaşıyor olabilir.;veli;kart-veli;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:48;18:48;veli;21:00;20:30;20:00;#yks2028 #lgs #ebeveyn #mersin #eğitimkoçluğu;#yks2028 #lgs #ebeveyn #mersin #keşfet;#yks2028 #ebeveyn #Shorts;;
2027-09-17;Cum;Doğru Bilinen Yanlışlar;;Kitap okumak zaman kaybı;Paragrafın en iyi antrenmanı kitap.;öğrenci;efsane-gercek;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:46;18:46;okul;20:30;21:30;19:30;#yks2028 #yks #çalışmayöntemleri #bilgi #eğitimkoçluğu;#yks2028 #yks #çalışmayöntemleri #bilgi #keşfet;#yks2028 #çalışmayöntemleri #Shorts;;
2027-09-18;Cmt;Deneme Günü;;Deneme sonrası uyku;Deneme günü erken yat. Beyin yorgun.;öğrenci;kart-liste;;kesin;Yeni başlangıç;Heves yüksek, plan kaygısı var. Düzen kurma zamanı.;gün batımı 18:45;18:45;cumartesi;13:00;14:30;12:30;#yks2028 #yks #tytdeneme #denemeanalizi #eğitimkoçluğu;#yks2028 #yks #tytdeneme #denemeanalizi #keşfet;#yks2028 #tytdeneme #Shorts;;
